,origins,manufacturing_places,purchase_places
492376,,"Monte Bacco Group,Nissan Lez Ensérune,34440,France","Veynes,France"
492377,,"France,Monte Bacco Group,Nissan Lez Ensérune,34440","Veynes,France"
492426,France,"France,Occitanie,Pyrénées-Orientales,Argelès-sur-mer",France
492431,,"Alsace,France",France
492434,"Camargue,France",France,"France,Hénin-Beaumont"
492435,,"St Pierre,Réunion","St Paul,Réunion"
492442,,"St Pierre,Réunion","St Paul,Réunion"
492496,,62123,France
492523,France,"Vauvert,Gard,France","France,Carvin"
492531,"Anjou,Thouarcé","France,Thouarcé,Anjou","Nantes,France"
492537,,France,"Caen,France"
492539,,"Haute-Savoie,Rhône-Alpes,France","Samoens,Haute-Savoie,France"
492555,,Union Européenne,France
492572,,Union Européenne,"France,Nantes"
492575,,Union Européenne,"Miribel,France"
492585,,France,"Paris,France"
492586,,France,"Paris,France"
492587,,France,"Paris,France"
492696,"Seine et Marne,France",77580 Crécy la chapelle,Etampes
492729,France,France,France
492733,,France,France
492736,France,neuilly le brignon,France
492753,,Fessenheim,"France,Fessenheim"
492777,France,France,"Paris,France"
492812,France,"Serge Playa,Saint Sauveur en Médoc,33250,Pauillac,France","Gap,05000,France"
492869,,"Auch,Gers,France","France,Cournon d'Auvergne"
492870,,France,Châlons-en-Champagne
492871,,Auch 32000 Gers,"pérols,toulouse"
492875,,"Auch,Gers,France","France,Cournon d'Auvergne"
492883,,"France,Gers","France,Aix-en-Provence"
492929,lait de brebis entier  et cru. ferments lactiques,81260 Angles,France
492978,,"Brasserie artisanale La Lie - rue de l'Orne,St Rémy sur Orne,Basse-Normandie,Calvados,France","Mondeville,France,Caen"
492983,,"Brasserie artisanale La Lie - rue de l'Orne,St Rémy sur Orne,Basse-Normandie,Calvados,France","Mondeville,France,Caen"
492984,,"Brasserie artisanale La Lie - rue de l'Orne,St Rémy sur Orne,Basse-Normandie,Calvados,France","Mondeville,France,Caen"
492985,,"Normandie,France","Caen,France,Blois"
492986,,"Brasserie artisanale La Lie - rue de l'Orne,St Rémy sur Orne,Basse-Normandie,Calvados,France","Mondeville,France,Caen"
492987,,"Brasserie artisanale La Lie - rue de l'Orne,St Rémy sur Orne,Basse-Normandie,Calvados,France","Mondeville,France"
492990,,"Normandie,France","Caen,France"
493113,agriculteur recoltant,34570 Saussan,France
493140,,"05100,France",France
493152,France,France,France
493157,France,"Aveyron,France",France
493162,Pérou-Amazonie,Pérou,Antibes
493296,,France,France
493297,,France,France
493298,,France,France
493299,,France,France
493300,,France,France
493301,,France,France
493302,,France,"Noyelles-Godault,France"
493303,,France,France
493304,,France,France
493305,,France,Carrefour Bio Lille
493306,,France,Carrefour Bio Lille
493308,,France,France
493309,,France,France
493314,,27750 La Couture Boussey,Etampes
493315,,27750 La Couture Boussey,Etampes
493324,France,"Champdeniers,France","Mulhouse,France"
493327,France,"Champdeniers,Deux-Sèvres",Compiègne
493328,,Poitou charentes,Orléans
493330,France,Poitou-Charentes,Orléans
493332,France,france,France
493354,,"Midi-Pyrénées,France",France
493361,,France,"Aucamville,France"
493425,"Beurre origine France,France,Beurre AOP Charentes Poitou","France,Poitou-Charentes",France
493428,"France,Poitou-Charentes","Ardin,Poitou-Charentes","Trignac,France"
493450,France,France,"Courrières,France"
493459,,France,"Blois,France"
493522,"Ardèche,France",Bourg Saint-Andeol,"France,Lyon"
493535,"Ariège,France","Ariège,France",France
493598,,Saint-Pierre d'Oléron,dolus d'oléron
493646,,France,France
493741,France,"Moyon,France",Paris
493760,France,France,France
493766,France,France,France
493767,,France,"Lyon,France"
493768,,Vezelay,paris
493774,Vezelay,Vezelay,Paris
493776,Vezelay,France,paris
493780,,"Brasserie de Vezelay,Rue du Gravier,89450,Saint Père sous Vezelay,France","Gap,France"
493792,Provence,villeneuve,"internet,villeneuve"
493839,,France,"France,Nantes"
493883,,"France,Rhône,Saint Georges de Reneins","Belleville-sur-Saône,France"
493884,,"France,Saint georges de Reneins","Lyon,France"
493886,,"France,Rhône,Saint Georges de Reneins",France
493887,,France,"Lyon,France"
493888,,"France,Saint Georges de Reneins",France
493892,,France,"Lyon,France"
493893,,France,"Lyon,France"
493894,,"France,Saint-Georges de Reneins","Lyon,France"
493895,,France,"Lyon,France"
493896,,France,"Lyon,France"
493897,,France,"Lyon,France"
493900,"Grenoble,France","France,Rhône,Saint Georges de Reneins",France
493902,,"France,Rhône,Saint Georges de Reneins",France
493904,France,France,"Amplepuis,France"
493905,Grèce,"France,Saint Georges de Reneins","Lyon,France"
493908,,"Saint-Georges de Reneins,France","Lyon,France"
493925,Finlande,France,France
493972,France,"France,La colle aux sources 04800 Esparron de Verdon","France,Manosque"
493994,,France,France
493996,,France,"Saint-Loup,France"
493997,,France,"Saint-Loup,France"
493999,France,France,"Meyzieu,Rhône-Alpes,France"
494000,,France,"Courrières,France"
494002,,France,"Olivet,France"
494042,,France,France
494054,,"France,Morlaix,Bretagne",France
494057,,"France,Bretagne",France
494060,,"Bretagne,France",France
494160,,Islande,"Paris,France"
494161,,Islande,"Paris,France"
494164,,France,"Paris,France"
494178,Languedoc Roussillon,loupian,France
494188,,France,"Paris,France"
494189,Mexique,France,"Paris,France"
494190,,France,"Paris,France"
494191,,France,"Paris,France"
494341,"Grignan les Adhémar,Vallée du Rhône","France,84290","Gap,France,05000"
494368,Belgique,Belgique,"Lyon,France"
494404,,France,France
494413,,Suisse,"Lyon,France"
494468,"Longué-Jumelles,Anjou,France","Longué-Jumelles,Anjou,France",France
494493,lait Auvergne-Rhône-Alpes,"Sauvain,42990,Loire,Auvergne-Rhône-Alpes,France","France,Pessac"
494572,,"Drôme,France","Lyon,France"
494600,Île de la reunion,Île de la réunion,Île de la réunion
494640,France,france,"marseille,France"
494641,,France,"Flers-en-Escrebieux,France"
494674,sud-ouest,Bougarber,france
494675,sud ouest,bougarber,france
494715,,"Ile-de-France,France",France
494723,vin rouge,34370 maureilhan,France
494800,,France,"Lens,France"
494801,,France,"France,Lens"
494817,,France,"Lens,France"
494867,Italie,Italie,Etampes
494948,,Thaïlande,"Aubervilliers,France"
494950,,Union Européenne,France
494957,,Thaïlande,"Aubervilliers,France"
495019,,Chine,"Noyelles-Godault,France"
495031,,UE,"Aubervilliers,France"
495038,,France,"Caen,France"
495040,,France,"Caen,France"
495044,,France,"Caen,France"
495046,,France,"Caen,France"
495152,France,"France,35420","Paris,France"
495175,,Corse,France
495197,haut poitou,loudun,France
495217,,"Savoie,France","Les Marches 73800,France"
495222,France,"Eden Chocolats,696 rue de la jacquère,Zone Artisanale plan cumin,73800 Les Marches,Savoie,Rhône Alpes,France",France
495300,France,France,"Limoges,France"
495307,France,France,France
495309,France,"Nord Pas-de-Calais,France","Carvin,France"
495384,,05230 Chorges,Drumettaz Clarafond
495387,,France,France
495411,Truffes de Toscane,"Toscane,Italie","Paris,France"
495413,,"Italie,Toscane","Paris,France"
495415,,Italie,"Paris,France"
495417,,"Italie,Toscane","Orléans, Paris"
495427,,"Gimont,Gers,France","Toulouse,France"
495428,,"Gimont,France","Toulouse,France"
495429,,"Gimont,Gers,France","Toulouse,France"
495431,,"Gimont,Gers,France","Toulouse,France"
495432,,"Gimont,France","Toulouse,France"
495436,,"Gimont,France","Toulouse,France"
495437,,"Gers,France,Gimont","Toulouse,France"
495438,,"Gimont,France","Toulouse,France"
495439,,"Gimont,Gers,France","Toulouse,France"
495440,,"Gimont,Gers,France","Toulouse,France"
495441,,"Gimont,France","Toulouse,France"
495442,,"Gimont,Gers,France","Toulouse,France"
495446,"Normandie,France","Normandie,France","Caen,France"
495447,"Normandie,France","Normandie,France","Caen,France"
495489,"Nord,France,Hauts-de-France","Nord,France,Hauts-de-France","France,Vendin-le-Vieil"
495490,"France,Nord,Hauts-de-France","France,Nord,Hauts-de-France","France,Vendin-le-Vieil"
495491,"France,Hauts-de-France",France,"Courrières,France"
495492,"France,Hauts-de-France,Nord","France,Hauts-de-France,Nord","France,Vendin-le-Vieil"
495497,Tunisie,France,"Courrières,France"
495527,"Normandie,France","Normandie,France","Caen,France"
495533,,"Normandie,France","Caen,France"
495534,,"Normandie,France","Caen,France"
495535,,"Normandie,France","France,Caen"
495553,,67200 Hoerdt,france
495560,,"Savoie,France","Lyon,France"
495563,,"Savoie,France","Lyon,France"
495564,Equateur,Suisse,"Lyon,France"
495565,,"Savoie,France","Lyon,France"
495566,,"Savoie,France","Lyon,France"
495590,,Acigné,Rennes
495713,,"Le pouzin,France","Saran,France"
495744,France,France,Paris
495788,Chine,chine,France
495823,,France,France
496009,,"Rhône,France","Lyon,France"
496012,,"Tahiti,Polynésie Française","Polynésie francaise,arue,pirae,punaauia,faa'a,paea,papara,taravao,Papeete"
496017,,Tahiti,Arue Tahiti
496018,,Tahiti Polynésie Française,Arue Tahiti
496116,,France,France
496120,France,France,France
496135,France,"Ain,France",France
496225,"Ecosse,Royaume-Uni","Quimper,Finistère,Bretagne,France","Courrières,France"
496226,,"France,Bretagne",France
496228,,France,"Courrières,France"
496229,,"Quimper,Bretagne,France,Finistère","France,Courrières"
496269,Océan Pacifique Centre-Est,"Quimper,Bretagne,France","Courrières,France"
496270,"Océan Pacifique,Océan Pacifique Centre-Ouest","Quimper,Bretagne,France",France
496382,Mise en bouteille à la propriété,Leuc 11250,France
496446,France,"France,Normandie",France
496449,"Isigny,Normandie,France,Gournay-en-Bray","Bayeux,Normandie,France",France
496502,,paris,France
496596,Inde,France,France
496608,,France,"Lyon,France"
496696,,France,france
496805,"France,Loire-Atlantique","France,Loire-Atlantique,Rémouillé","France,Carquefou"
496808,France,France,"Orvault,France"
496809,France,France,"Orvault,France"
496825,,France,France
496833,"France,Espagne,Chypre",France,France
496892,,romainville 93,France
497016,"Brésil, Mexique, Tanzanie",92220 Bagneux,Monaco
497091,,France,"Paris,France"
497092,,France,"Paris,France"
497093,,France,"Paris,France"
497094,,France,"Paris,France"
497096,,France,"Paris,France"
497097,,France,"Paris,France"
497098,,France,"Paris,France"
497099,,France,"Paris,France"
497100,,France,"Paris,France"
497133,non communiqué,France,France
497152,France,France,France
497153,,France,France
497154,,France,France
497155,,France,France
497243,,Pologne,"Lens,France"
497273,Italie,"France,Valence",France
497295,Vietnam,"41250,Bracieux,Loir-et-Cher,Centre-Val de Loire,France","Blois,France"
497301,"Cacao origine Sao Tomé,Cacao origine Principe,Sao Tomé,Principe","Centre,France","Blois,France"
497304,,France,"Blois,France"
497305,,France,"Blois,France"
497604,France,"France,Neuvic sur l'Isle",France
497702,Produits de la ferme,"Jouy,  Eure-et-Loir",France
497705,Martinique,"Domaine de Frégate,  97240 le François",Martinique
497822,Thailand,Thailand,Belgique
497831,Italie,Italie,France
497852,Italie,Italie,fr
497904,,Olonne-sur-Mer,France
497917,"France,Côte d'Opale","France,Boulogne-Billancourt",France
498046,,France,"Paris,France"
498079,Haut-Rhin,Wittenheim,France
498189,,France,"Flers-en-Escrebieux,France"
498208,"France,Senonches","France,Normandie","Caen,France"
498209,"France,Senonches,Perche","France,Normandie","Caen,France"
498211,France,"France,Senonches","Caen,France"
498212,"Senonches,Perche,France","France,Normandie","Caen,France"
498214,France,France,"Caen,France"
498230,France,France,France
498231,France,France,France
498232,France,France,France
498233,France,France,France
498234,France,France,France
498271,"Argousier des Alpes de Haute Provence,Pommes des Alpes",05110 Claret,"France,Manosque"
498314,France,France,"France,Ardèche"
498451,"Bretagne,France","Montreuil-le-Gast,France","Pacé,France"
498454,,Montreuil-le-Gast (35),Pacé
498465,France,"Montreuil-le-Gast,France","Pacé (35),Pacé,France"
498496,,"29150 Port-Launay,Finistère,Bretagne,France","29000,Quimper"
498528,France,France,France
498539,,"Thizy,France","Amplepuis,France"
498608,,France,France
498609,,France,France
498673,,Turquie,France
498713,Tunisie,"CBF,Beni Khalled,Tunisie","Veynes,05400,France"
498724,"France,Espagne,Pays-Bas",France,"Villeurbanne,France"
498726,,"Ardèche,France","Paris,France"
498744,France,buis les baronnies,France
498792,,France,"Vincennes,France"
498794,,08300 Avancon,Avancon France
498826,Aveyron,"Saint Félix de Lunel,Aveyron",Laguiole France
498845,,"Nord,France","Courrières,France"
498907,,France,Paris
498964,,France,"Paris,France"
498965,,"Nord Pas-de-Calais,France","Courrières,France"
498968,Sarthe,"France,Sarthe,Pays de la Loire,Cherreau","St Sturnin,Sarthe,Pays de la Loire,France"
498970,,37530 Chargé,"Nantes,France"
498973,,"Biscru SAS,6 rue des Grosses Pierres,37530,Charge,France","Gap,05000,France"
499061,,France,France
499062,,France,France
499120,,France,"Rouvroy,France"
499128,,France,"Carvin,France"
499149,,"Auchy-les-Mines,Pas-de-Calais,France","Courrières,France"
499163,France,"Leyment,France","France,Balan"
499228,"Beaujolais,France","Limas,Rhône,France","Lyon,France"
499230,,"Beaujolais,France",France
499235,,France,France
499291,Norvège,Pologne,"Aubervilliers,France"
499300,,France,"Bretteville-sur-Odon,France"
499338,"Périgord,France","Périgord,France","Die,France"
499466,,France,France
499479,,Thaïlande,France
499495,,France,"Harnes,France"
499497,,France,"Harnes,France"
499498,,France,"Harnes,France"
499499,,France,"Harnes,France"
499502,,France,"Lyon,France,Harnes"
499508,,France,France
499511,,France,"Noyelles-Godault,France"
499534,,France,"Harnes,France"
499536,,France,"Harnes,France"
499635,"France,Sud-ouest","Castanet-Tolosan,France","Toulouse,France"
499643,,"Castanet-Tolosan,France","Castanet-Tolosan,France"
499648,,France,France
499660,,France,"Toulouse,France"
499703,,France,France
499705,,France,France
499706,,France,France
499708,,France,France
499709,,France,France
499710,,France,France
499712,,France,"France,Nantes"
499715,,France,France
499716,,France,France
499722,,France,France
499731,,Toussieux,"Rillieux-la-Pape,France"
499802,naturelle,Loix,France
499859,"Haute-Savoie,France",Vaulx,Annecy
499861,Espelette,Espelette,"Dantxaria,Espagne,France"
499867,,les fondus de la nied LEMUD,France
499882,Alsace,Ferme,France
499931,UE / Non UE,"France,Les Mées","France,Aix-en-Provence"
499932,"Union européenne, non union européenne","04190 Les Mées,  France",France
499944,Pérou,France,"Melun,France"
499951,,France,"Melun,France"
500031,France,"14700,Falaise,Calvados,France,Basse-Normandie","Le Mans,France"
500034,"Normandie,France,Camargue","Falaise,France,Normandie",France
500055,France,France,France
500116,,auvergne,France
500152,,France,France
500164,,"Crespières, Ile-de-France, France",France
500202,"Afrique,France",France,"Montpellier,France"
500203,"Afrique,France",France,"Montpellier,France"
500204,"afrique,france",France,"Montpellier,France"
500211,,"Matahi Company,2 place Pierre Viala,34000,Montpellier,France","Aix en Provence,France"
500216,Camargue,Finistère,"Carhaix,France"
500426,"France,Provence,Camargue","Carpentras,France","Nîmes,France"
500428,"France,Provence","Carpentras,France","France,Nîmes"
500499,,France,"Noyelles-Godault,France"
500616,,"Nord Pas-de-Calais,France","France,Hénin-Beaumont"
500617,,"Nord Pas-de-Calais,France","France,Hénin-Beaumont"
500626,,France,"Caen,Fr'ance"
500627,,France,"Caen,France"
500628,,France,"Caen,France"
500629,,France,"Caen,France"
500634,,France,"Caen,France"
500658,,France,"Caen,France"
500670,Union Européenne,France,"Paris,France"
500745,,France,France
500767,France,France,France
500770,,"France,Corrèze",France
500886,"Nord Pas-de-Calais,France","Nord Pas-de-Calais,France","Rouvroy,France"
500887,France,"France,Nord Pas-de-Calais","Rouvroy,France"
500889,,France,France
500894,,France,"Courrières,France"
500985,,"Cannes,France",Cannes
500987,,"ZA de la Croizette,38930,Clelles,France","38930,Clelles,France"
500993,,France,France
500994,,France,France
501016,France,45570 château Landon,France
501102,,"Domfront,Calvados,Normandie,France","Caen,France"
501105,,"Domfront,Calvados,Normandie,France","Caen,France"
501112,Union Européenne,France,France
501160,italie,italie,reims france
501221,,France,France
501234,,France,"France,Harnes"
501236,,"Pas-de-Calais,France","Rouvroy,France"
501272,"37460,Nouans-les-Fontaines,Indre-et-Loire,France","37460,Nouans-les-Fontaines,Indre-et-Loire,France","Blois,France"
501292,France,"41220,Saint-Laurent-Nouan,Loir-et-Cher,Centre-Val-de-Loire,France","Blois,France"
501295,France,"Ferme de la Proutière,41220,Saint-Laurent-Nouan,Loir-et-Cher,Centre-Val-de-Loire,France","Blois,France"
501552,Guadeloupe,les saintes,France
501591,"France,Bretagne","France,Bretagne,35230,Retiers,Ille et Vilaine",France
501710,Produit de boulangerie cuit sur pierre et surgelé,Italie,France
501730,,France,"Noyelles-Godault,France"
501749,Pérou,Pérou,"Paris,France"
501750,Pérou,Pérou,"Paris,France"
501751,Pérou,Pérou,"Paris,France"
501752,Pérou,Pérou,"Paris,France"
501783,,"Brasserie Belharra,  Bayonne,  France",France
501785,"Baie de Fouras,France",France,"France,Flers-en-Escrebieux"
501964,france,Compiègne France,France
